signal_date,execution_date,sleeve_slot,sleeve_capital_weight,sector,sleeve_long_weight,sleeve_short_weight_abs,sleeve_net_sector_weight,long_weight,short_weight_abs,net_sector_weight,abs_net_sector_weight,universe_weight
2026-02-19,2026-02-20,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-02-19,2026-02-20,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-02-19,2026-02-20,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-02-19,2026-02-20,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-02-19,2026-02-20,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-02-19,2026-02-20,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-02-19,2026-02-20,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-02-19,2026-02-20,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-02-19,2026-02-20,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-02-19,2026-02-20,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-02-19,2026-02-20,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-03-05,2026-03-06,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-03-05,2026-03-06,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-03-05,2026-03-06,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-03-05,2026-03-06,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-03-05,2026-03-06,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-03-05,2026-03-06,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-03-05,2026-03-06,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-03-05,2026-03-06,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-03-05,2026-03-06,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-03-05,2026-03-06,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-03-05,2026-03-06,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-03-05,2026-03-06,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-03-19,2026-03-20,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-03-19,2026-03-20,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-03-19,2026-03-20,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-03-19,2026-03-20,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-03-19,2026-03-20,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-03-19,2026-03-20,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-03-19,2026-03-20,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-03-19,2026-03-20,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-03-19,2026-03-20,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-03-19,2026-03-20,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-03-19,2026-03-20,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-03-19,2026-03-20,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-04-02,2026-04-06,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-04-02,2026-04-06,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-04-02,2026-04-06,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-04-02,2026-04-06,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-04-02,2026-04-06,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-04-02,2026-04-06,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-04-02,2026-04-06,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-04-02,2026-04-06,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-04-02,2026-04-06,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-04-02,2026-04-06,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-04-02,2026-04-06,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-04-02,2026-04-06,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-04-17,2026-04-20,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-04-17,2026-04-20,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-04-17,2026-04-20,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-04-17,2026-04-20,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-04-17,2026-04-20,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-04-17,2026-04-20,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-04-17,2026-04-20,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-04-17,2026-04-20,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-04-17,2026-04-20,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-04-17,2026-04-20,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-04-17,2026-04-20,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-04-17,2026-04-20,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-05-01,2026-05-04,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-05-01,2026-05-04,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-05-01,2026-05-04,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-05-01,2026-05-04,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-05-01,2026-05-04,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-05-01,2026-05-04,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-05-01,2026-05-04,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-05-01,2026-05-04,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-05-01,2026-05-04,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-05-01,2026-05-04,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-05-01,2026-05-04,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-05-01,2026-05-04,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-05-15,2026-05-18,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-05-15,2026-05-18,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-05-15,2026-05-18,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-05-15,2026-05-18,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-05-15,2026-05-18,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-05-15,2026-05-18,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-05-15,2026-05-18,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-05-15,2026-05-18,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-05-15,2026-05-18,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-05-15,2026-05-18,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-05-15,2026-05-18,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-05-15,2026-05-18,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
